CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct
720518283;Existing Customer;50;M;2;Post-Graduate;Single;$60K - $80K;Blue;36;1;3;2;2296;925;5483;77
715380483;Existing Customer;54;F;5;Unknown;Single;Less than $40K;Blue;49;2;3;2;1476;1476;4462;75
789296133;Existing Customer;35;F;3;Doctorate;Single;Unknown;Blue;24;1;1;3;12287;11517;4601;65
711029358;Existing Customer;41;F;4;Unknown;Single;Less than $40K;Blue;36;2;3;2;2470;904;5011;61
712615008;Existing Customer;46;M;2;Graduate;Unknown;$120K +;Blue;34;1;3;2;24431;23539;3457;66
816826008;Existing Customer;41;M;4;Unknown;Married;Less than $40K;Blue;36;1;1;2;1950;952;4630;84
715488483;Existing Customer;49;F;4;Graduate;Married;Less than $40K;Blue;36;1;3;1;6615;6615;4575;75
717759783;Existing Customer;47;F;4;Unknown;Single;Unknown;Blue;34;1;3;2;5756;4896;5298;72
796083783;Attrited Customer;55;F;2;College;Single;Unknown;Blue;49;1;0;6;14383;14383;2278;57
709925733;Existing Customer;32;F;0;Unknown;Single;Less than $40K;Blue;22;1;3;2;14383;7253;5099;80
715309083;Existing Customer;50;F;2;Graduate;Married;Less than $40K;Blue;36;2;3;2;1912;1912;4851;87
778441533;Attrited Customer;45;F;4;High School;Single;Unknown;Blue;26;6;2;2;4549;2918;2240;34
715891533;Existing Customer;45;F;4;Graduate;Unknown;Less than $40K;Blue;33;1;2;1;1979;674;5458;84
788848458;Existing Customer;40;F;5;Unknown;Married;$40K - $60K;Blue;24;1;1;2;2803;1056;5089;71
708399858;Existing Customer;45;F;3;High School;Married;Less than $40K;Blue;35;2;2;1;2548;298;4747;77
711944733;Existing Customer;45;F;2;High School;Married;Less than $40K;Blue;36;1;2;2;1457;629;5401;93
712683633;Attrited Customer;32;F;0;Unknown;Married;Less than $40K;Blue;36;5;3;3;14383;14383;2464;37
785487783;Existing Customer;59;F;1;Graduate;Single;$40K - $60K;Blue;53;2;2;0;1980;571;5350;96
718951683;Existing Customer;48;F;2;Graduate;Married;Less than $40K;Blue;35;2;3;1;2216;954;4763;83
718329183;Existing Customer;57;F;3;Graduate;Divorced;$40K - $60K;Blue;47;1;3;2;4262;1745;3943;75
788960658;Existing Customer;42;F;2;Uneducated;Married;Less than $40K;Blue;28;1;2;3;2573;831;4649;88
713120433;Existing Customer;55;F;2;High School;Married;$40K - $60K;Blue;42;2;2;3;5431;3424;4569;82
720980958;Existing Customer;43;F;5;Uneducated;Married;Less than $40K;Blue;30;1;3;2;3092;2183;4797;87
709606158;Existing Customer;37;F;2;Graduate;Married;Less than $40K;Blue;31;1;3;3;2984;2984;4878;86
714168183;Existing Customer;48;F;2;Uneducated;Married;Unknown;Blue;38;1;3;3;2186;1169;4629;77
712524858;Existing Customer;34;M;1;Graduate;Single;Less than $40K;Blue;28;1;6;3;2669;1020;4314;74
815072283;Existing Customer;50;F;3;Graduate;Married;Less than $40K;Blue;45;1;3;1;1789;633;5110;75
715980258;Existing Customer;36;F;1;Doctorate;Single;Less than $40K;Blue;25;1;2;3;2835;324;4811;77
788715483;Existing Customer;44;F;5;Graduate;Single;Less than $40K;Blue;28;2;2;2;1558;679;4805;86
809276808;Existing Customer;47;M;4;Graduate;Single;$80K - $120K;Blue;42;1;1;3;7299;7299;4678;83
708885558;Attrited Customer;56;F;1;High School;Single;Less than $40K;Blue;48;1;5;2;3556;3556;2220;45
789373683;Existing Customer;45;F;3;Graduate;Married;Less than $40K;Blue;35;1;2;2;14383;6043;4976;70
714216858;Existing Customer;35;F;2;Unknown;Single;Unknown;Blue;36;2;1;2;1507;1507;4679;85
719150658;Attrited Customer;51;F;2;Graduate;Married;Unknown;Blue;34;2;3;2;7551;7551;2977;46
712302783;Existing Customer;38;F;2;Uneducated;Single;Less than $40K;Blue;25;2;3;1;2468;1596;4426;76
799717458;Existing Customer;42;F;3;Unknown;Married;Less than $40K;Blue;36;2;3;3;2515;1062;4025;74
716354883;Attrited Customer;59;F;0;Graduate;Unknown;Unknown;Blue;49;2;3;2;9076;9076;3048;53
719601708;Existing Customer;45;M;3;College;Single;$60K - $80K;Blue;35;1;1;2;10699;9600;5052;61
720150858;Attrited Customer;34;M;2;High School;Married;$80K - $120K;Blue;25;6;2;0;1439;1439;2932;44
824915208;Existing Customer;44;F;3;Doctorate;Married;Unknown;Blue;40;2;1;1;7212;6204;5169;82
798777708;Existing Customer;54;F;4;High School;Single;$40K - $60K;Blue;48;2;4;1;3089;1912;5237;75
805229133;Existing Customer;46;M;3;Unknown;Unknown;$80K - $120K;Blue;41;1;2;2;11250;11250;4514;70
716365233;Existing Customer;53;F;1;College;Married;Less than $40K;Blue;36;1;3;3;1665;701;4881;75
796544133;Existing Customer;54;M;1;College;Single;$120K +;Blue;48;1;3;1;2456;802;4468;84
778143183;Existing Customer;47;M;1;Graduate;Married;$60K - $80K;Blue;40;2;2;3;11773;11773;5098;58
717011958;Existing Customer;43;F;4;Graduate;Single;$40K - $60K;Blue;23;2;1;1;14383;14383;4494;82
778264008;Existing Customer;41;F;3;College;Single;$40K - $60K;Blue;32;2;1;2;3104;1150;4699;77
789507408;Existing Customer;48;F;3;College;Unknown;Unknown;Blue;40;2;6;1;2337;2337;5203;90
788842008;Existing Customer;50;F;3;Uneducated;Married;Less than $40K;Blue;34;2;2;2;4060;1724;5173;87
714742758;Existing Customer;42;F;4;Uneducated;Single;Less than $40K;Blue;24;2;2;2;3428;1219;4751;87
717742908;Existing Customer;44;M;3;Unknown;Married;$40K - $60K;Blue;36;1;1;1;12967;10450;4520;74
712874433;Existing Customer;45;M;3;Unknown;Single;Less than $40K;Blue;36;2;1;0;2326;1684;5413;90
711092658;Attrited Customer;39;F;3;Graduate;Married;Unknown;Blue;26;2;2;3;4376;3521;2862;52
720299283;Existing Customer;46;M;3;Uneducated;Married;$60K - $80K;Blue;33;2;2;1;12745;12745;4380;80
719237058;Existing Customer;39;M;2;Doctorate;Single;$60K - $80K;Blue;36;2;2;1;1790;899;4498;96
719671383;Existing Customer;40;F;3;Uneducated;Unknown;Less than $40K;Blue;30;2;3;2;2969;2969;4109;70
788290383;Existing Customer;43;M;3;Doctorate;Single;$40K - $60K;Blue;35;2;6;3;4970;3382;4436;83
779701983;Existing Customer;49;F;3;Graduate;Single;$40K - $60K;Blue;32;1;3;3;5400;3974;4643;80
779247483;Attrited Customer;46;F;1;Uneducated;Unknown;Unknown;Blue;28;5;2;6;2069;2069;2754;55
767093133;Existing Customer;52;F;2;Unknown;Married;Unknown;Blue;45;2;2;1;3192;3192;4191;80
717979008;Existing Customer;48;F;3;Unknown;Single;Less than $40K;Blue;37;2;2;1;2105;1033;4833;81
712132383;Existing Customer;44;M;4;College;Single;$80K - $120K;Blue;34;2;2;3;1876;1015;5056;82
772306383;Attrited Customer;57;F;3;Unknown;Unknown;Less than $40K;Blue;43;5;3;2;1462;1462;2299;42
714469008;Existing Customer;40;F;2;Unknown;Single;$40K - $60K;Blue;29;1;3;3;2351;1014;5115;84
812446158;Existing Customer;54;F;3;Uneducated;Single;Less than $40K;Blue;49;2;2;2;1719;1719;4869;65
779401233;Existing Customer;47;F;4;Uneducated;Single;$40K - $60K;Blue;36;1;1;0;14383;14383;5216;78
784994883;Existing Customer;26;F;0;Unknown;Married;Less than $40K;Blue;20;2;2;2;2516;138;4746;75
721080183;Existing Customer;33;F;1;Graduate;Single;$40K - $60K;Blue;20;2;2;3;4883;4883;4613;82
712572858;Existing Customer;38;M;3;High School;Single;$80K - $120K;Blue;29;2;1;3;3413;1612;3831;45
719759733;Attrited Customer;59;F;0;Unknown;Single;$40K - $60K;Blue;52;2;4;3;1852;1852;2851;49
780371433;Existing Customer;35;F;2;Graduate;Married;Unknown;Blue;25;2;3;3;3339;1325;4725;83
822170733;Attrited Customer;45;F;4;College;Single;Less than $40K;Blue;41;6;3;2;3785;1268;2401;54
708224133;Existing Customer;61;M;0;Uneducated;Single;$40K - $60K;Blue;49;1;2;3;2228;748;4431;71
719299533;Attrited Customer;55;F;1;Unknown;Unknown;Less than $40K;Blue;36;2;3;2;3626;2831;2954;42
780633483;Existing Customer;58;F;0;Graduate;Married;$40K - $60K;Blue;47;2;2;1;2194;892;4962;81
771356508;Existing Customer;41;F;5;Graduate;Married;Less than $40K;Blue;28;2;3;1;2665;729;4500;71
823629333;Existing Customer;42;M;4;Uneducated;Married;$40K - $60K;Blue;38;1;4;1;2444;2444;4220;50
712961658;Existing Customer;45;F;4;Uneducated;Married;Less than $40K;Blue;32;1;1;1;3335;1097;5321;78
710464683;Existing Customer;45;F;3;Post-Graduate;Married;Less than $40K;Blue;32;2;3;2;2726;599;5578;89
716688183;Attrited Customer;51;F;1;High School;Married;Less than $40K;Blue;43;4;3;3;1665;144;2878;45
789082758;Existing Customer;40;F;2;High School;Married;Less than $40K;Blue;28;1;3;3;2734;1073;4981;90
709140858;Existing Customer;57;F;2;College;Single;Less than $40K;Blue;47;1;3;1;1727;731;5112;82
822127008;Existing Customer;50;F;1;Post-Graduate;Married;Unknown;Blue;46;2;2;1;19349;18734;4351;79
720496158;Existing Customer;53;M;0;Unknown;Single;$60K - $80K;Blue;42;1;2;0;13409;12241;4031;82
774588633;Existing Customer;45;F;3;Graduate;Single;Less than $40K;Blue;39;2;2;3;14383;14383;4928;84
788465583;Existing Customer;42;F;3;College;Single;$40K - $60K;Blue;35;2;3;3;6330;4757;3029;52
741517458;Attrited Customer;49;F;4;Graduate;Married;Less than $40K;Blue;42;2;4;3;2575;58;1874;40
709935708;Existing Customer;55;F;1;Unknown;Married;$40K - $60K;Blue;43;2;1;2;3391;1695;4291;77
721112508;Existing Customer;48;F;3;Graduate;Married;Less than $40K;Blue;40;2;3;1;5298;5298;4834;80
720734583;Existing Customer;44;F;2;Post-Graduate;Married;Less than $40K;Blue;32;1;3;3;2540;979;5039;82
772286658;Attrited Customer;63;M;1;Graduate;Single;$60K - $80K;Blue;52;6;4;3;14324;11817;2083;56
807149058;Existing Customer;48;F;5;Unknown;Married;Less than $40K;Blue;43;1;1;3;2876;1248;4752;80
771045708;Attrited Customer;41;F;5;Graduate;Married;Less than $40K;Blue;28;2;3;3;1504;534;2801;51
711733308;Existing Customer;45;F;2;Uneducated;Single;Less than $40K;Blue;36;2;2;2;1839;1839;4930;91
710518308;Existing Customer;54;F;2;Doctorate;Married;Less than $40K;Blue;35;1;4;2;1685;1685;4155;85
716586408;Existing Customer;48;F;3;Graduate;Unknown;Less than $40K;Blue;36;1;1;3;4850;3828;4187;86
713152383;Existing Customer;40;F;3;Uneducated;Married;Less than $40K;Blue;27;1;1;1;2840;323;4405;82
771935283;Existing Customer;47;F;4;Graduate;Single;$40K - $60K;Blue;36;1;2;1;2977;1050;5217;88
720460083;Attrited Customer;45;F;4;Unknown;Single;Unknown;Gold;27;1;2;3;34516;34516;2198;42
825838908;Existing Customer;39;F;1;Uneducated;Single;Less than $40K;Blue;35;1;5;1;1961;1961;4846;92
709082808;Existing Customer;53;F;2;High School;Married;Less than $40K;Blue;36;2;3;2;2156;958;5092;95
710937783;Existing Customer;53;F;0;Uneducated;Married;$40K - $60K;Blue;40;1;3;3;2772;358;5313;68
789540108;Existing Customer;29;F;1;Uneducated;Married;Less than $40K;Blue;21;2;1;3;2832;1013;4761;75
709824633;Existing Customer;44;F;4;High School;Single;Less than $40K;Blue;35;2;5;3;1552;177;5064;80
717874533;Attrited Customer;46;M;2;High School;Single;$40K - $60K;Blue;36;5;2;2;6362;6362;1968;51
712571883;Existing Customer;40;M;3;Graduate;Divorced;Less than $40K;Silver;36;1;3;2;11409;9751;4677;58
716926758;Existing Customer;40;F;2;Uneducated;Single;Less than $40K;Blue;27;2;6;2;1965;1965;4268;91
716181858;Existing Customer;42;F;2;Uneducated;Married;$40K - $60K;Blue;29;1;2;2;1622;1622;4633;67
779613933;Existing Customer;38;F;4;Uneducated;Married;Less than $40K;Blue;27;1;3;1;1736;417;5045;86
712136058;Attrited Customer;54;F;2;College;Single;Unknown;Blue;36;1;3;3;8827;8827;2643;50
709678608;Existing Customer;49;M;4;High School;Married;$80K - $120K;Blue;36;2;3;3;24256;23180;4269;69
714276408;Attrited Customer;52;F;3;Uneducated;Single;$40K - $60K;Blue;36;2;3;3;1915;470;2264;39
719953383;Existing Customer;38;F;4;College;Single;Less than $40K;Blue;27;2;3;3;14383;14383;4564;79
718795083;Existing Customer;44;F;2;Graduate;Married;Unknown;Blue;26;2;1;3;2006;976;5337;85
720503508;Existing Customer;44;F;1;Uneducated;Divorced;Less than $40K;Blue;37;1;2;3;5594;4359;5220;75
770762133;Existing Customer;52;F;3;High School;Married;Unknown;Blue;38;2;1;2;3505;988;5034;79
713555133;Attrited Customer;56;F;3;High School;Unknown;Less than $40K;Blue;44;4;3;2;1667;1072;2424;40
711232608;Attrited Customer;47;F;5;High School;Single;Less than $40K;Blue;36;2;3;2;1636;1636;2235;35
780322908;Existing Customer;52;F;3;Unknown;Married;Less than $40K;Blue;38;1;2;3;3281;2370;4431;67
708207783;Existing Customer;50;F;3;High School;Single;Less than $40K;Blue;42;1;3;2;1477;1477;4680;80
719590458;Attrited Customer;44;F;4;Graduate;Married;Less than $40K;Blue;36;6;3;3;1905;1905;3120;46
778679883;Existing Customer;39;M;2;Graduate;Single;$60K - $80K;Blue;19;1;2;1;6146;6146;3645;76
780230208;Existing Customer;53;M;2;College;Married;$40K - $60K;Blue;40;2;3;0;2672;1068;4766;75
827703258;Existing Customer;42;M;4;High School;Married;$60K - $80K;Blue;38;2;2;2;13426;13426;4674;66
807379833;Attrited Customer;48;M;3;Graduate;Divorced;$40K - $60K;Blue;43;2;3;3;9104;8959;2563;34
711178383;Existing Customer;47;M;2;Post-Graduate;Married;$80K - $120K;Blue;35;1;3;1;30300;29134;4146;64
712203333;Existing Customer;51;M;3;Graduate;Married;$80K - $120K;Blue;39;1;2;1;7088;5338;4691;76
709261383;Existing Customer;56;F;3;Graduate;Married;$40K - $60K;Blue;36;2;3;2;1872;1211;4970;81
715829358;Existing Customer;33;F;4;College;Married;$40K - $60K;Blue;26;1;2;3;2874;357;4794;88
713213133;Existing Customer;36;M;2;Graduate;Single;$40K - $60K;Blue;36;2;2;1;6763;5103;4972;76
778860783;Attrited Customer;57;M;2;Unknown;Divorced;$120K +;Blue;38;1;2;4;24379;23263;2836;41
779442783;Existing Customer;39;F;1;Graduate;Single;Less than $40K;Blue;21;1;2;1;2867;1502;4445;89
780008358;Attrited Customer;59;M;0;Uneducated;Unknown;$60K - $80K;Blue;48;2;6;2;13172;13172;2598;47
721274208;Attrited Customer;41;F;2;High School;Single;Less than $40K;Blue;36;4;3;3;2201;97;2408;38
714076683;Attrited Customer;29;F;0;College;Married;Less than $40K;Blue;19;2;1;2;3261;744;2461;54
788791383;Existing Customer;39;F;3;High School;Married;$40K - $60K;Blue;21;1;2;1;5027;5027;4850;70
709459608;Existing Customer;47;F;2;Unknown;Unknown;$40K - $60K;Blue;36;1;3;3;1811;1811;5390;87
711560058;Existing Customer;49;M;1;High School;Married;$60K - $80K;Blue;36;2;3;2;2465;1131;4806;83
717657333;Existing Customer;43;F;3;Graduate;Single;Less than $40K;Blue;36;1;3;3;7584;5750;4783;65
812218908;Attrited Customer;46;F;2;Unknown;Married;Less than $40K;Blue;36;2;3;2;4065;1548;2899;51
787482033;Attrited Customer;60;M;1;High School;Divorced;$80K - $120K;Blue;48;1;5;3;28930;28930;2251;27
779141658;Existing Customer;48;M;4;Graduate;Married;$80K - $120K;Blue;33;1;3;2;4963;2848;4989;78
813810333;Attrited Customer;50;M;3;Post-Graduate;Married;$60K - $80K;Blue;45;6;4;3;2049;2049;2703;54
789613083;Existing Customer;47;M;3;Uneducated;Divorced;$60K - $80K;Blue;41;2;3;3;1943;1943;5108;81
794540883;Existing Customer;56;F;1;Post-Graduate;Married;$40K - $60K;Blue;38;1;2;1;3485;2020;4776;87
811889808;Existing Customer;43;M;3;Graduate;Married;$80K - $120K;Blue;38;3;5;1;23459;21154;7279;83
720509433;Existing Customer;51;F;2;College;Single;Less than $40K;Blue;31;2;1;3;2306;679;3776;70
715091208;Existing Customer;42;M;3;High School;Married;$80K - $120K;Blue;36;2;3;3;18177;17336;8512;94
719269308;Existing Customer;49;F;2;Graduate;Unknown;Less than $40K;Blue;36;3;1;3;3252;735;7418;90
718200333;Existing Customer;47;F;3;Uneducated;Single;Less than $40K;Blue;41;3;3;0;2894;777;7471;87
713487633;Existing Customer;44;M;3;Post-Graduate;Married;$80K - $120K;Blue;32;3;4;2;34516;32709;7663;91
789363408;Existing Customer;44;M;3;High School;Married;$120K +;Silver;34;3;1;2;34516;31999;7427;83
713916708;Existing Customer;53;M;3;Graduate;Single;$120K +;Gold;43;3;1;3;34516;32081;7758;98
823833483;Existing Customer;41;M;3;Graduate;Single;$40K - $60K;Blue;37;3;3;2;7839;6295;7904;83
717756258;Existing Customer;49;M;2;Unknown;Married;$120K +;Blue;38;3;6;3;16494;15336;7761;84
712879158;Existing Customer;49;M;1;High School;Married;$60K - $80K;Gold;36;2;2;3;6224;4023;7693;70
709474683;Existing Customer;42;F;3;College;Married;Less than $40K;Blue;13;3;2;3;6078;4600;8442;95
772313358;Existing Customer;50;M;3;High School;Single;$80K - $120K;Blue;39;3;3;2;21322;19106;8693;91
711856683;Existing Customer;51;M;3;Post-Graduate;Married;$40K - $60K;Blue;36;2;3;3;1590;317;7352;80
718530258;Existing Customer;52;F;3;Uneducated;Divorced;Less than $40K;Blue;36;3;1;2;1986;575;7249;86
716288208;Existing Customer;48;M;3;Graduate;Single;$60K - $80K;Blue;36;2;1;1;15618;15618;7549;77
718712583;Existing Customer;44;M;2;Uneducated;Married;$80K - $120K;Blue;33;3;1;1;34496;32831;8092;80
806432433;Existing Customer;40;F;2;High School;Single;$40K - $60K;Blue;35;2;1;2;2544;831;8006;88
720074583;Existing Customer;42;M;1;Graduate;Unknown;$80K - $120K;Blue;36;2;1;2;4765;3249;7380;76
768848658;Existing Customer;43;F;3;Unknown;Single;Unknown;Blue;37;2;3;1;16583;14786;7823;87
709895508;Existing Customer;42;M;3;Graduate;Married;Less than $40K;Blue;36;2;2;1;6153;5179;7434;92
711542358;Existing Customer;42;F;4;High School;Married;Less than $40K;Gold;36;2;3;2;15987;14800;7471;88
718773333;Existing Customer;51;F;4;Unknown;Single;Less than $40K;Blue;40;3;2;2;5139;3340;7548;89
816832383;Existing Customer;61;F;1;High School;Single;Less than $40K;Blue;56;3;2;2;3421;1155;6932;75
714042108;Existing Customer;59;M;0;Uneducated;Single;$40K - $60K;Blue;36;3;2;2;11000;9987;7302;86
714664683;Existing Customer;46;F;4;Uneducated;Married;Less than $40K;Blue;37;3;3;3;2490;2490;8178;91
713894358;Existing Customer;51;M;2;Post-Graduate;Unknown;$80K - $120K;Gold;46;2;3;2;34516;33702;7889;98
715436883;Existing Customer;48;F;3;Post-Graduate;Married;Less than $40K;Blue;36;2;2;1;2490;908;7719;86
715260558;Existing Customer;44;F;4;High School;Single;$40K - $60K;Blue;36;3;2;2;2055;2055;7674;80
713664258;Existing Customer;56;M;2;Unknown;Single;$40K - $60K;Blue;48;2;2;1;14344;12330;7359;85
713364783;Existing Customer;42;F;1;Post-Graduate;Single;Less than $40K;Blue;28;3;3;0;3453;2443;8108;85
718078008;Existing Customer;40;M;2;College;Divorced;$60K - $80K;Blue;36;3;2;1;20304;20304;7494;85
798546408;Existing Customer;61;F;1;College;Single;Less than $40K;Blue;55;2;3;2;8283;6839;7553;104
779018508;Existing Customer;45;M;4;Uneducated;Single;$80K - $120K;Blue;35;2;2;2;11318;9236;7179;93
802668333;Attrited Customer;49;M;2;Graduate;Single;$80K - $120K;Blue;43;2;3;3;2384;465;3512;50
718320933;Existing Customer;47;M;3;Uneducated;Married;$60K - $80K;Blue;36;2;3;1;11919;9572;8257;96
789016983;Existing Customer;45;F;3;High School;Married;Less than $40K;Blue;32;2;5;1;2948;1980;7834;86
713907633;Existing Customer;43;M;3;College;Unknown;$60K - $80K;Blue;36;2;1;2;5397;4132;7791;84
708474333;Existing Customer;42;M;3;Graduate;Married;$60K - $80K;Blue;29;3;3;1;12294;9777;7906;87
778894233;Existing Customer;42;M;5;High School;Unknown;$80K - $120K;Blue;23;3;2;3;7253;7253;7595;83
717244683;Existing Customer;43;F;3;College;Married;Unknown;Blue;36;3;3;3;21922;20455;7409;89
711410958;Existing Customer;40;M;3;High School;Married;$60K - $80K;Blue;28;2;2;3;13452;10935;7582;69
799711833;Existing Customer;50;F;3;College;Married;Unknown;Blue;44;2;1;3;24735;22439;7910;95
714047733;Existing Customer;53;F;3;Graduate;Single;$40K - $60K;Blue;45;2;2;1;4942;2823;7460;85
710061783;Attrited Customer;49;M;1;Graduate;Married;$40K - $60K;Blue;40;6;1;4;14973;14973;4517;59
711082908;Existing Customer;44;M;4;Uneducated;Single;$80K - $120K;Blue;31;3;2;3;19719;18416;8385;97
721190358;Existing Customer;49;M;4;Unknown;Unknown;$80K - $120K;Blue;29;2;2;2;29690;27173;7640;86
712760208;Existing Customer;42;F;4;Graduate;Married;Unknown;Blue;31;3;2;1;6751;5559;7921;93
751563933;Existing Customer;43;F;3;High School;Married;Less than $40K;Blue;36;3;3;2;9484;7033;7242;95
815498733;Existing Customer;51;F;3;Unknown;Single;Less than $40K;Blue;46;3;2;2;4333;2485;7643;85
718433508;Existing Customer;40;F;3;Uneducated;Unknown;Less than $40K;Blue;30;2;5;2;2481;362;8097;88
720935658;Existing Customer;57;F;4;Post-Graduate;Single;Less than $40K;Blue;45;2;2;3;3059;1315;7709;89
714754533;Existing Customer;51;M;0;Doctorate;Single;$120K +;Platinum;44;3;2;3;34516;32591;8012;87
714713508;Existing Customer;49;M;2;Doctorate;Divorced;$80K - $120K;Blue;36;3;3;1;25178;23375;7836;87
715038033;Existing Customer;61;M;1;Graduate;Single;Less than $40K;Blue;54;3;3;1;7169;6540;8216;80
809169858;Existing Customer;62;M;2;Graduate;Single;$60K - $80K;Blue;56;2;3;2;18224;16841;7728;93
718379358;Existing Customer;39;M;1;Unknown;Single;$80K - $120K;Silver;28;3;1;3;34516;32499;8453;90
779456508;Existing Customer;52;M;2;Graduate;Divorced;$60K - $80K;Blue;34;2;1;1;4813;4813;7477;91
708907833;Existing Customer;38;F;1;High School;Single;Unknown;Blue;27;2;2;2;24965;22448;7866;84
708693558;Existing Customer;50;F;3;High School;Single;Less than $40K;Silver;38;3;2;2;12569;10402;7344;95
718665933;Existing Customer;43;M;3;Unknown;Divorced;$120K +;Blue;30;3;1;2;34516;31999;7437;86
816073983;Existing Customer;53;F;2;College;Single;Less than $40K;Blue;48;2;2;2;8259;7077;7957;88
715851333;Existing Customer;42;M;4;High School;Married;$60K - $80K;Blue;27;2;3;2;13804;11901;7376;97
712884408;Existing Customer;43;F;1;High School;Single;Unknown;Blue;30;3;2;0;5700;3796;7939;95
715404783;Existing Customer;43;F;4;Graduate;Married;Less than $40K;Blue;35;3;3;0;6448;4984;7546;88
773356008;Existing Customer;57;M;2;Post-Graduate;Divorced;$60K - $80K;Blue;51;2;3;3;5479;4279;7960;86
789525408;Existing Customer;50;F;0;Uneducated;Married;Less than $40K;Blue;42;3;4;2;3749;2155;7990;89
721212258;Existing Customer;48;M;4;High School;Single;$120K +;Blue;40;2;3;3;30210;28264;7403;88
719625933;Existing Customer;41;M;3;Graduate;Married;$120K +;Blue;36;2;2;1;5807;4664;8000;96
714304458;Existing Customer;44;M;3;High School;Married;$60K - $80K;Blue;36;2;2;1;3605;3605;6800;78
819975183;Existing Customer;44;F;4;College;Single;$40K - $60K;Silver;39;2;1;3;17077;14898;7391;75
785515533;Existing Customer;43;F;2;College;Married;Less than $40K;Blue;37;3;3;1;5380;4043;8947;93
720712533;Existing Customer;51;M;3;Graduate;Married;$80K - $120K;Gold;36;2;1;3;34516;33755;7499;88
709861008;Existing Customer;47;M;4;Post-Graduate;Married;$80K - $120K;Blue;30;3;3;1;27720;25306;8520;89
713911233;Existing Customer;47;F;3;Doctorate;Single;$40K - $60K;Silver;39;3;2;1;18341;17281;7584;85
712580958;Existing Customer;38;M;1;High School;Single;$120K +;Blue;30;2;1;1;27712;25582;7399;91
719473458;Existing Customer;46;M;3;High School;Single;$40K - $60K;Blue;42;3;2;1;8285;6926;7205;84
711764733;Existing Customer;41;F;4;Uneducated;Unknown;$40K - $60K;Silver;36;3;2;3;19704;19704;7766;81
794124708;Existing Customer;47;M;2;Graduate;Unknown;$80K - $120K;Blue;41;2;2;2;21325;19128;7053;69
780707733;Existing Customer;41;M;1;Graduate;Married;$80K - $120K;Blue;30;3;3;2;34516;32407;6832;87
780620883;Existing Customer;49;F;2;Uneducated;Single;$40K - $60K;Blue;37;2;1;3;7045;5752;7381;98
720849708;Existing Customer;44;M;4;Graduate;Single;$80K - $120K;Blue;37;3;3;1;14388;11871;7042;85
789312033;Attrited Customer;48;F;4;Post-Graduate;Single;Less than $40K;Blue;38;3;3;3;3874;3414;4921;51
778742358;Existing Customer;44;M;4;Graduate;Married;$60K - $80K;Blue;24;2;2;2;4752;4752;7517;76
719658858;Existing Customer;50;F;4;Doctorate;Married;Unknown;Silver;36;3;2;1;34516;32420;7042;73
713425383;Attrited Customer;59;F;1;High School;Single;Less than $40K;Blue;46;2;3;2;7484;5545;4923;56
770842833;Attrited Customer;49;F;3;High School;Married;Unknown;Silver;36;2;3;3;34516;33243;4777;51
712029783;Existing Customer;42;M;4;Uneducated;Single;$80K - $120K;Silver;36;2;2;1;34516;32263;7836;93
718893333;Existing Customer;52;M;3;Graduate;Married;$60K - $80K;Blue;36;3;3;2;18336;16259;7509;84
711203658;Existing Customer;46;M;3;Graduate;Unknown;$40K - $60K;Blue;34;3;6;1;2259;913;7745;88
718567758;Existing Customer;41;M;1;College;Married;$40K - $60K;Blue;32;3;4;2;10682;9348;7332;92
771719283;Existing Customer;39;F;4;Doctorate;Married;Less than $40K;Blue;27;2;1;1;8587;7263;8854;92
717926358;Existing Customer;46;F;2;Graduate;Single;Less than $40K;Blue;30;3;1;0;5494;3352;8328;78
779751258;Existing Customer;45;F;2;Graduate;Married;Less than $40K;Blue;31;2;1;2;1946;763;8423;82
774491958;Existing Customer;53;M;3;High School;Single;$60K - $80K;Blue;47;2;1;3;6228;4490;8284;77
713428833;Existing Customer;42;M;3;Unknown;Married;$80K - $120K;Blue;32;2;1;3;7537;6298;7613;90
714166833;Existing Customer;44;F;3;Graduate;Single;Less than $40K;Silver;34;3;3;2;13609;12177;7796;77
809464608;Attrited Customer;47;F;3;High School;Married;Unknown;Silver;31;3;3;2;34516;31999;2691;42
789681708;Existing Customer;46;M;3;Uneducated;Married;$60K - $80K;Gold;33;3;1;3;34516;33803;7750;82
713102733;Existing Customer;38;F;3;Graduate;Single;Less than $40K;Gold;31;2;3;2;15987;14221;8195;94
715195383;Existing Customer;46;F;3;Graduate;Divorced;Less than $40K;Blue;36;3;2;2;2391;766;7649;101
812408058;Existing Customer;39;M;2;Unknown;Unknown;$120K +;Blue;34;2;2;2;34516;33434;7845;92
787226508;Existing Customer;47;M;2;College;Single;$60K - $80K;Blue;41;2;3;3;20811;19509;7192;82
713537733;Existing Customer;46;M;4;Doctorate;Unknown;$60K - $80K;Gold;36;2;2;3;34516;33090;7582;95
715170183;Existing Customer;45;M;2;Graduate;Married;$40K - $60K;Blue;36;2;1;3;3735;1622;7059;82
717109983;Existing Customer;50;F;2;High School;Married;$40K - $60K;Blue;39;3;2;2;2275;137;7768;83
