year,name,playerId,playerSlug,positionId,teamId,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,position,birthdate,college,draftinfo,birthplace,team,experience,rankingSalary,salary,weight,height
2020,Giannis Antetokounmpo,3032977,giannis-antetokounmpo,PF,MIL,active,63.0,30.428572,3.0952382,2.0,4.0,1.0,56.0,4.0,1917.0,856.0,195.0,13.587301,29.47619,10.873015,19.650793,55.33100128173828,1.4126984,4.6507936,30.37542700767517,6.3174605,9.984127,63.275001525878906,5.6190476,3.6507936,1857.0,685.0,1238.0,89.0,293.0,398.0,629.0,354.0,230.0,0.96825397,1.0476191,61.0,66.0,Power Forward,12/6/1994 (28),,"2013: Rd 1, Pk 15 (MIL)","Athens, Greece",Milwaukee Bucks,9th Season,36,"$27,528,090","6' 11""",243 lbs
2021,Giannis Antetokounmpo,3032977,giannis-antetokounmpo,PF,MIL,active,61.0,33.0,2.7540984,2.0,5.0,0.0,41.0,7.0,2013.0,671.0,168.0,11.0,28.147541,10.262295,18.032787,56.90900039672852,1.0983607,3.6229508,30.31674325466156,6.52459,9.5245905,68.50299835205078,5.852459,3.3934426,1717.0,626.0,1100.0,67.0,221.0,398.0,581.0,357.0,207.0,1.1803279,1.1967213,72.0,73.0,Power Forward,12/6/1994 (28),,"2013: Rd 1, Pk 15 (MIL)","Athens, Greece",Milwaukee Bucks,9th Season,7,"$39,344,970","6' 11""",243 lbs
2022,Giannis Antetokounmpo,3032977,giannis-antetokounmpo,PF,MIL,active,67.0,32.895523,3.164179,1.0,3.0,0.0,46.0,4.0,2204.0,778.0,212.0,11.61194,29.880596,10.283582,18.58209,55.34099960327148,1.0597014,3.6119404,29.33884263038636,8.253732,11.432836,72.19300079345703,5.7910447,3.2686567,2002.0,689.0,1245.0,71.0,242.0,553.0,766.0,388.0,219.0,1.0746269,1.358209,72.0,91.0,Power Forward,12/6/1994 (28),,"2013: Rd 1, Pk 15 (MIL)","Athens, Greece",Milwaukee Bucks,9th Season,6,"$42,492,492","6' 11""",243 lbs
2023,Giannis Antetokounmpo,3032977,giannis-antetokounmpo,PF,MIL,active,63.0,32.126984,3.1269841,0.0,6.0,0.0,46.0,6.0,2024.0,742.0,197.0,11.777778,31.095238,11.222222,20.285715,55.32099914550781,0.74603176,2.7142856,27.485379576683044,7.904762,12.253968,64.50800323486328,5.698413,3.9047618,1959.0,707.0,1278.0,47.0,171.0,498.0,772.0,359.0,246.0,0.82539684,0.8095238,52.0,51.0,Power Forward,12/6/1994 (28),,"2013: Rd 1, Pk 15 (MIL)","Athens, Greece",Milwaukee Bucks,9th Season,7,"$45,640,165","6' 11""",243 lbs
2014,Miles Plumlee,6616,miles-plumlee,C,PHX,inactive,80.0,24.55,2.3125,0.0,0.0,0.0,11.0,0.0,1964.0,626.0,185.0,7.825,8.075,3.575,6.9125,51.71799850463867,0.0,0.0,0.0,0.925,1.65,56.0610008239746,0.5375,1.3875,646.0,286.0,553.0,0.0,0.0,74.0,132.0,43.0,111.0,0.625,1.125,50.0,90.0,Center,9/1/1988,Duke,"2012: Rd 1, Pk 26 (IND)","Fort Wayne, IN",,,327,"$1,169,880",,
2015,Miles Plumlee,6616,miles-plumlee,C,MIL,inactive,73.0,16.356165,1.520548,0.0,0.0,0.0,1.0,0.0,1194.0,320.0,111.0,4.3835616,4.027397,1.8630137,3.4794521,53.542999267578125,0.0,0.0,0.0,0.30136988,0.63013697,47.82600021362305,0.46575344,0.69863015,294.0,136.0,254.0,0.0,0.0,22.0,46.0,34.0,51.0,0.56164384,0.9041096,41.0,66.0,Center,9/1/1988,Duke,"2012: Rd 1, Pk 26 (IND)","Fort Wayne, IN",,,263,"$2,109,294",,
2016,Miles Plumlee,6616,miles-plumlee,C,MIL,inactive,61.0,14.262295,1.1967213,1.0,1.0,1.0,0.0,0.0,870.0,232.0,73.0,3.8032787,5.147541,2.2950819,3.819672,60.08599853515625,0.0,0.0,0.0,0.55737704,0.9672131,57.62699890136719,0.26229507,0.6557377,314.0,140.0,233.0,0.0,0.0,34.0,59.0,16.0,40.0,0.3442623,0.8196721,21.0,50.0,Center,9/1/1988,Duke,"2012: Rd 1, Pk 26 (IND)","Fort Wayne, IN",,,75,"$12,500,000",,
2017,Miles Plumlee,6616,miles-plumlee,C,CHA,inactive,45.0,10.755555,1.6222222,0.0,0.0,0.0,0.0,0.0,484.0,95.0,73.0,2.1111112,2.511111,0.9777778,2.0444446,47.82600021362305,0.0,0.0,0.0,0.5555556,0.8666667,64.10299682617188,0.46666667,0.6666667,113.0,44.0,92.0,0.0,0.0,25.0,39.0,21.0,30.0,0.4,0.2888889,18.0,13.0,Center,9/1/1988,Duke,"2012: Rd 1, Pk 26 (IND)","Fort Wayne, IN",,,94,"$12,500,000",,
2018,Miles Plumlee,6616,miles-plumlee,C,ATL,inactive,55.0,16.690908,1.4363636,0.0,0.0,0.0,1.0,0.0,918.0,228.0,79.0,4.1454544,4.309091,1.9090909,3.2727273,58.33300018310547,0.0,0.0,0.0,0.4909091,1.0909091,45.0,0.8181818,1.1454545,237.0,105.0,180.0,0.0,0.0,27.0,60.0,45.0,63.0,0.3090909,0.54545456,17.0,30.0,Center,9/1/1988,Duke,"2012: Rd 1, Pk 26 (IND)","Fort Wayne, IN",,,93,"$12,500,000",,
2019,Miles Plumlee,6616,miles-plumlee,C,ATL,inactive,18.0,9.611111,0.7777778,0.0,1.0,0.0,0.0,0.0,173.0,39.0,14.0,2.1666667,4.4444447,1.7777778,2.6666667,66.66699981689453,0.0,0.0,0.0,0.8888889,1.6666666,53.33300018310547,0.9444444,0.5555556,80.0,32.0,48.0,0.0,0.0,16.0,30.0,17.0,10.0,0.33333334,0.22222222,6.0,4.0,Center,9/1/1988,Duke,"2012: Rd 1, Pk 26 (IND)","Fort Wayne, IN",,,103,"$12,500,000",,
2014,Hollis Thompson,6634,hollis-thompson,F,PHI,inactive,77.0,22.623377,1.8701298,0.0,0.0,0.0,0.0,0.0,1742.0,247.0,144.0,3.2077923,5.987013,2.2207792,4.8311687,45.96799850463867,0.8701299,2.168831,40.1197612285614,0.6753247,0.9480519,71.23300170898438,0.9480519,0.77922076,461.0,171.0,372.0,67.0,167.0,52.0,73.0,73.0,60.0,0.6883117,0.15584415,53.0,12.0,Forward,4/3/1991,Georgetown,,"Los Angeles, CA",,,425,"$816,482",,
2015,Hollis Thompson,6634,hollis-thompson,F,PHI,inactive,71.0,25.014084,1.9859155,0.0,0.0,0.0,0.0,0.0,1776.0,198.0,141.0,2.7887323,8.816901,3.1549296,7.647887,41.25199890136719,1.6197183,4.0422535,40.0696873664856,0.8873239,1.2535211,70.78700256347656,1.1971831,0.92957747,626.0,224.0,543.0,115.0,287.0,63.0,89.0,85.0,66.0,0.8028169,0.36619717,57.0,26.0,Forward,4/3/1991,Georgetown,,"Los Angeles, CA",,,372,"$947,276",,
2016,Hollis Thompson,6634,hollis-thompson,F,PHI,inactive,77.0,27.974026,2.4285715,0.0,0.0,0.0,0.0,0.0,2154.0,272.0,187.0,3.5324676,9.844156,3.5064936,8.831169,39.70600128173828,1.9350649,5.090909,38.01020383834839,0.8961039,1.2467532,71.875,1.2857143,0.987013,758.0,270.0,680.0,149.0,392.0,69.0,96.0,99.0,76.0,0.46753246,0.3116883,36.0,24.0,Forward,4/3/1991,Georgetown,,"Los Angeles, CA",,,562,"$115,344",,
2014,Nate Wolters,2491079,nate-wolters,PG,MIL,inactive,58.0,22.568966,1.1551725,0.0,0.0,0.0,0.0,0.0,1309.0,149.0,67.0,2.5689654,7.1896553,2.9310346,6.706897,43.70199966430664,0.31034482,1.0689656,29.03225719928741,1.0172414,1.5517242,65.55599975585938,3.224138,0.98275864,417.0,170.0,389.0,18.0,62.0,59.0,90.0,187.0,57.0,0.6034483,0.25862068,35.0,15.0,Point Guard,5/15/1991,S Dakota St,"2013: Rd 2, Pk 38 (WSH)",,,,423,"$816,482",,
2014,Ryan Kelly,2488651,ryan-kelly,PF,LAL,inactive,59.0,22.237288,2.4915254,1.0,0.0,0.0,2.0,0.0,1312.0,219.0,147.0,3.7118645,8.0,2.661017,6.2881355,42.31800079345703,0.8135593,2.4067798,33.80281627178192,1.8644068,2.2881355,81.48100280761719,1.6101695,0.7966102,472.0,157.0,371.0,48.0,142.0,110.0,135.0,95.0,47.0,0.5423729,0.7627119,32.0,45.0,Power Forward,4/9/1991,Duke,"2013: Rd 2, Pk 48 (LAL)","Carmel, NY",,,290,"$1,650,000",,
2015,Ryan Kelly,2488651,ryan-kelly,PF,LAL,inactive,52.0,23.711538,2.2692308,0.0,0.0,0.0,0.0,0.0,1233.0,146.0,118.0,2.8076923,6.3846154,2.0,5.9423075,33.65700149536133,0.86538464,2.5769231,33.582088351249695,1.5192307,1.8269231,83.15799713134766,1.7692307,0.71153843,332.0,104.0,309.0,45.0,134.0,79.0,95.0,92.0,37.0,0.5769231,0.46153846,30.0,24.0,Power Forward,4/9/1991,Duke,"2013: Rd 2, Pk 48 (LAL)","Carmel, NY",,,283,"$1,724,250",,
2016,Ryan Kelly,2488651,ryan-kelly,PF,LAL,inactive,36.0,13.055555,1.0833334,0.0,0.0,0.0,0.0,0.0,470.0,121.0,39.0,3.3611112,4.2222223,1.5277778,4.138889,36.91299819946289,0.1388889,1.0277778,13.513512909412384,1.0277778,1.5,68.51899719238281,0.5555556,0.5,152.0,55.0,149.0,5.0,37.0,37.0,54.0,20.0,18.0,0.3611111,0.2777778,13.0,10.0,Power Forward,4/9/1991,Duke,"2013: Rd 2, Pk 48 (LAL)","Carmel, NY",,,547,"$286,785",,
2017,Ryan Kelly,2488651,ryan-kelly,PF,ATL,inactive,16.0,6.875,0.3125,0.0,0.0,0.0,0.0,0.0,110.0,18.0,5.0,1.125,1.5625,0.5,1.75,28.57099914550781,0.25,0.625,40.00000059604645,0.3125,0.375,83.33300018310547,0.5,0.25,25.0,8.0,28.0,4.0,10.0,5.0,6.0,8.0,4.0,0.25,0.3125,4.0,5.0,Power Forward,4/9/1991,Duke,"2013: Rd 2, Pk 48 (LAL)","Carmel, NY",,,321,"$1,577,230",,
2014,Kelly Olynyk,2489663,kelly-olynyk,PF,BOS,active,70.0,20.0,3.2428572,0.0,0.0,0.0,3.0,0.0,1400.0,365.0,227.0,5.214286,8.671429,3.3428571,7.1714287,46.61399841308594,0.5714286,1.6285714,35.087719559669495,1.4142857,1.7428571,81.14800262451172,1.5571429,1.5142857,607.0,234.0,502.0,40.0,114.0,99.0,122.0,109.0,106.0,0.5,0.3857143,35.0,27.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,263,"$2,075,760","6' 11""",240 lbs
2015,Kelly Olynyk,2489663,kelly-olynyk,PF,BOS,active,64.0,22.25,3.328125,0.0,0.0,0.0,3.0,0.0,1424.0,303.0,213.0,4.734375,10.25,3.921875,8.25,47.53799819946289,0.953125,2.734375,34.857141971588135,1.453125,2.125,68.38200378417969,1.703125,1.53125,656.0,251.0,528.0,61.0,175.0,93.0,136.0,109.0,98.0,1.0,0.609375,64.0,39.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,257,"$2,165,160","6' 11""",240 lbs
2016,Kelly Olynyk,2489663,kelly-olynyk,PF,BOS,active,69.0,20.217392,2.3623188,0.0,1.0,0.0,1.0,0.0,1395.0,281.0,163.0,4.072464,9.956522,3.6666667,8.057971,45.50400161743164,1.231884,3.0434783,40.47619104385376,1.3913044,1.8550725,75.0,1.5217391,1.0724638,687.0,253.0,556.0,85.0,210.0,96.0,128.0,105.0,74.0,0.7536232,0.47826087,52.0,33.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,248,"$3,094,014","6' 11""",240 lbs
2017,Kelly Olynyk,2489663,kelly-olynyk,PF,BOS,active,75.0,20.506666,2.76,0.0,2.0,0.0,2.0,0.0,1538.0,361.0,207.0,4.8133335,9.04,3.4666667,6.7733335,51.18099975585938,0.9066667,2.56,35.41666567325592,1.2,1.64,73.1709976196289,1.9733334,1.28,678.0,260.0,508.0,68.0,192.0,90.0,123.0,148.0,96.0,0.5733333,0.38666666,43.0,29.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,92,"$12,537,527","6' 11""",240 lbs
2018,Kelly Olynyk,2489663,kelly-olynyk,PF,MIA,active,76.0,23.407894,2.9210527,0.0,2.0,0.0,7.0,0.0,1779.0,431.0,222.0,5.6710525,11.473684,4.1578946,8.368421,49.68600082397461,1.3947369,3.6842105,37.857142090797424,1.7631578,2.2894738,77.01100158691406,2.7236843,1.9342105,872.0,316.0,636.0,106.0,280.0,134.0,174.0,207.0,147.0,0.81578946,0.46052632,62.0,35.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,92,"$12,537,527","6' 11""",240 lbs
2019,Kelly Olynyk,2489663,kelly-olynyk,PF,MIA,active,79.0,22.936708,2.3164556,0.0,2.0,0.0,4.0,0.0,1812.0,375.0,183.0,4.746835,9.962026,3.3037975,7.1392407,46.277000427246094,1.4303797,4.037975,35.4231983423233,1.9240507,2.341772,82.16200256347656,1.772152,1.443038,787.0,261.0,564.0,113.0,319.0,152.0,185.0,140.0,114.0,0.6708861,0.46835443,53.0,37.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,101,"$12,667,885","6' 11""",240 lbs
2020,Kelly Olynyk,2489663,kelly-olynyk,PF,MIA,active,67.0,19.402985,2.5820897,1.0,0.0,0.0,3.0,0.0,1300.0,305.0,173.0,4.552239,8.19403,2.7462687,5.9402986,46.23099899291992,1.4179105,3.4925373,40.59829115867615,1.2835821,1.4925373,86.0,1.7313433,1.0597014,549.0,184.0,398.0,95.0,234.0,86.0,100.0,116.0,71.0,0.67164177,0.3432836,45.0,23.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,102,"$12,598,243","6' 11""",240 lbs
2021,Kelly Olynyk,2489663,kelly-olynyk,PF,HOU,active,70.0,28.528572,2.9571428,0.0,1.0,0.0,12.0,0.0,1997.0,489.0,207.0,6.9857144,13.5,4.8142858,9.957143,48.34999847412109,1.8,5.257143,34.2391312122345,2.0714285,2.5,82.85700225830078,2.9,1.8,945.0,337.0,697.0,126.0,368.0,145.0,175.0,203.0,126.0,1.1285714,0.6,79.0,42.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,106,"$12,195,122","6' 11""",240 lbs
2022,Kelly Olynyk,2489663,kelly-olynyk,PF,DET,active,40.0,19.1,2.5,0.0,0.0,0.0,1.0,0.0,764.0,177.0,100.0,4.425,9.125,3.2,7.15,44.755001068115234,1.0,2.975,33.61344635486603,1.725,2.225,77.52799987792969,2.775,1.45,365.0,128.0,286.0,40.0,119.0,69.0,89.0,111.0,58.0,0.775,0.475,31.0,19.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,111,"$12,195,122","6' 11""",240 lbs
2023,Kelly Olynyk,2489663,kelly-olynyk,PF,UTAH,active,68.0,28.558823,3.4117646,2.0,3.0,0.0,9.0,0.0,1942.0,420.0,232.0,6.1764708,12.455882,4.0882354,8.191176,49.90999984741211,1.367647,3.4705882,39.406779408454895,2.9117646,3.4117646,85.34500122070312,3.7058823,2.4705882,847.0,278.0,557.0,93.0,236.0,198.0,232.0,252.0,168.0,0.88235295,0.5441176,60.0,37.0,Power Forward,4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)","Toronto, ON",Utah Jazz,9th Season,108,"$12,195,122","6' 11""",240 lbs
2014,Ray McCallum,2528447,ray-mccallum,PG,SAC,inactive,45.0,19.933332,1.5333333,0.0,0.0,0.0,1.0,0.0,897.0,79.0,69.0,1.7555555,6.2222223,2.511111,6.6666665,37.66699981689453,0.4888889,1.3111111,37.288135290145874,0.7111111,0.95555556,74.41899871826172,2.6666667,0.8666667,280.0,113.0,300.0,22.0,59.0,32.0,43.0,120.0,39.0,0.4888889,0.2,22.0,9.0,Point Guard,6/12/1991,Detroit Mercy,"2013: Rd 2, Pk 36 (SAC)","Beverly Hills, MI",,,416,"$816,482",,
2016,Ray McCallum,2528447,ray-mccallum,PG,MEM,inactive,41.0,11.585366,0.70731705,0.0,0.0,0.0,0.0,0.0,475.0,47.0,29.0,1.1463414,3.3414633,1.3414634,3.5609756,37.67100143432617,0.36585367,1.0243902,35.71428656578064,0.29268292,0.36585367,80.0,1.4634147,0.58536583,137.0,55.0,146.0,15.0,42.0,12.0,15.0,60.0,24.0,0.29268292,0.17073171,12.0,7.0,Point Guard,6/12/1991,Detroit Mercy,"2013: Rd 2, Pk 36 (SAC)","Beverly Hills, MI",,,561,"$121,112",,
2014,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,DET,active,80.0,19.7875,1.8125,0.0,1.0,0.0,0.0,0.0,1583.0,156.0,145.0,1.95,5.875,2.275,5.75,39.56499862670898,0.7375,2.3125,31.89189136028289,0.5875,0.7625,77.04900360107422,0.6875,0.35,470.0,182.0,460.0,59.0,185.0,47.0,61.0,55.0,28.0,0.9375,0.15,75.0,12.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,225,"$2,772,480","6' 5""",204 lbs
2015,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,DET,active,82.0,31.54878,1.9634147,0.0,2.0,0.0,0.0,0.0,2587.0,255.0,161.0,3.109756,12.719512,4.756098,11.853659,40.12300109863281,1.8658537,5.414634,34.45945978164673,1.3414634,1.9268292,69.62000274658203,1.3292683,1.1463414,1043.0,390.0,972.0,153.0,444.0,110.0,158.0,109.0,94.0,1.1341463,0.2195122,93.0,18.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,220,"$2,891,760","6' 5""",204 lbs
2016,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,DET,active,76.0,36.69737,2.1973684,0.0,3.0,1.0,1.0,0.0,2789.0,282.0,167.0,3.7105262,14.539474,5.3026314,12.631579,41.979000091552734,1.5,4.855263,30.894309282302856,2.4342105,3.0,81.13999938964844,1.8157895,1.3815789,1105.0,403.0,960.0,114.0,369.0,185.0,228.0,138.0,105.0,1.4473684,0.2236842,110.0,17.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,227,"$3,678,319","6' 5""",204 lbs
2017,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,DET,active,76.0,33.276318,1.5526316,0.0,5.0,0.0,1.0,0.0,2529.0,248.0,118.0,3.2631578,13.776316,4.868421,12.210526,39.87099838256836,2.0131578,5.75,35.01144051551819,2.0263157,2.4342105,83.24299621582031,2.5394738,1.1315789,1047.0,370.0,928.0,153.0,437.0,154.0,185.0,193.0,86.0,1.1842105,0.15789473,90.0,12.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,54,"$17,745,894","6' 5""",204 lbs
2018,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,LAL,active,74.0,33.216217,1.9594594,0.0,6.0,1.0,4.0,0.0,2458.0,387.0,145.0,5.2297297,13.405405,4.5945945,10.783784,42.60699844360352,2.1486487,5.608108,38.31325173377991,2.0675676,2.6216216,78.86599731445312,2.1891892,1.3108108,992.0,340.0,798.0,159.0,415.0,153.0,194.0,162.0,97.0,1.4324324,0.21621622,106.0,16.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,101,"$12,000,000","6' 5""",204 lbs
2019,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,LAL,active,82.0,24.817074,1.6707317,0.0,1.0,0.0,0.0,0.0,2035.0,238.0,137.0,2.902439,11.439024,3.9634147,9.219512,42.98899841308594,1.8414634,5.304878,34.712642431259155,1.6707317,1.9268292,86.70899963378906,1.3414634,0.79268295,938.0,325.0,756.0,151.0,435.0,137.0,158.0,110.0,65.0,0.8902439,0.15853658,73.0,13.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,152,"$8,089,282","6' 5""",204 lbs
2020,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,LAL,active,69.0,25.536232,1.8550725,0.0,5.0,0.0,0.0,0.0,1762.0,142.0,128.0,2.057971,9.347826,3.4347825,7.347826,46.74599838256836,1.3333334,3.463768,38.49372267723084,1.1449275,1.4782609,77.45099639892578,1.6086956,0.89855075,645.0,237.0,507.0,92.0,239.0,79.0,102.0,111.0,62.0,0.82608694,0.20289855,57.0,14.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,111,"$12,073,020","6' 5""",204 lbs
2021,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,LAL,active,67.0,28.38806,1.7014925,3.0,2.0,0.0,1.0,0.0,1902.0,179.0,114.0,2.6716418,9.746268,3.2537313,7.552239,43.08300018310547,1.7910448,4.373134,40.95562994480133,1.4477612,1.6716418,86.60700225830078,1.8955224,0.98507464,653.0,218.0,506.0,120.0,293.0,97.0,112.0,127.0,66.0,0.92537314,0.3880597,62.0,26.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,96,"$13,038,862","6' 5""",204 lbs
2022,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,WSH,active,77.0,30.246754,1.8051949,0.0,10.0,0.0,2.0,0.0,2329.0,261.0,139.0,3.3896103,13.220779,4.6883116,10.766233,43.54600143432617,2.064935,5.2987013,38.97058963775635,1.7792208,2.0,88.96099853515625,1.8831168,1.2597402,1018.0,361.0,829.0,159.0,408.0,137.0,154.0,145.0,97.0,1.0779221,0.33766234,83.0,26.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,98,"$14,004,703","6' 5""",204 lbs
2023,Kentavious Caldwell-Pope,2581018,kentavious-caldwell-pope,SG,DEN,active,76.0,31.328947,1.9078947,2.0,5.0,0.0,0.0,0.0,2381.0,208.0,145.0,2.7368422,10.815789,3.8421052,8.315789,46.20299911499024,1.7763158,4.1973686,42.3197478055954,1.3552631,1.6447369,82.4000015258789,2.4078948,1.1315789,822.0,292.0,632.0,135.0,319.0,103.0,125.0,183.0,86.0,1.4736842,0.46052632,112.0,35.0,Shooting Guard,2/18/1993 (30),Georgia,"2013: Rd 1, Pk 8 (DET)","Thomaston, GA",Denver Nuggets,9th Season,95,"$14,704,938","6' 5""",204 lbs
2014,Pero Antic,2585616,pero-antic,PF,ATL,active,50.0,18.5,2.52,0.0,2.0,0.0,3.0,0.0,925.0,209.0,126.0,4.18,7.04,2.46,5.88,41.83700180053711,1.12,3.42,32.74853825569153,1.0,1.32,75.75800323486328,1.16,1.1,352.0,123.0,294.0,56.0,171.0,50.0,66.0,58.0,55.0,0.38,0.24,19.0,12.0,Power Forward,7/29/1982 (40),,,,Fenerbahce Ulker,2nd Season,319,"$1,250,000","6' 11""",260 lbs
2014,Mason Plumlee,2488653,mason-plumlee,C,BKN,active,70.0,18.214285,2.442857,0.0,0.0,0.0,4.0,0.0,1275.0,308.0,171.0,4.4,7.428571,2.8428571,4.3142858,65.89399719238281,0.0,0.042857144,0.0,1.7428571,2.7857144,62.56399917602538,0.85714287,1.1,520.0,199.0,302.0,0.0,3.0,122.0,195.0,60.0,77.0,0.7,0.78571427,49.0,55.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,308,"$1,357,080","7' 0""",254 lbs
2015,Mason Plumlee,2488653,mason-plumlee,C,BKN,active,82.0,21.256098,2.5243902,0.0,1.0,0.0,12.0,0.0,1743.0,512.0,207.0,6.243902,8.743902,3.4146342,5.9634147,57.2599983215332,0.0,0.036585364,0.0,1.9146341,3.8658535,49.527000427246094,0.902439,1.2926829,717.0,280.0,489.0,0.0,3.0,157.0,317.0,74.0,106.0,0.79268295,0.76829267,65.0,63.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,303,"$1,415,520","7' 0""",254 lbs
2016,Mason Plumlee,2488653,mason-plumlee,C,POR,active,82.0,25.414635,3.0853658,2.0,1.0,0.0,15.0,0.0,2084.0,628.0,253.0,7.6585364,9.134147,3.2560976,6.304878,51.64400100708008,0.0,0.048780486,0.0,2.621951,4.085366,64.17900085449219,2.7560976,1.8780488,749.0,267.0,517.0,0.0,4.0,215.0,335.0,226.0,154.0,0.8292683,1.0365853,68.0,85.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,283,"$2,328,530","7' 0""",254 lbs
2017,Mason Plumlee,2488653,mason-plumlee,C,DEN,active,81.0,26.518518,2.7901235,1.0,3.0,0.0,19.0,0.0,2148.0,605.0,226.0,7.4691358,10.3950615,4.123457,7.691358,53.61199951171876,0.0,0.074074075,0.0,2.148148,3.7037036,57.99999999999999,3.506173,1.654321,842.0,334.0,623.0,0.0,6.0,174.0,300.0,284.0,134.0,0.8518519,1.1358025,69.0,92.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,80,"$14,041,096","7' 0""",254 lbs
2018,Mason Plumlee,2488653,mason-plumlee,C,DEN,active,74.0,19.472973,2.4864864,0.0,1.0,0.0,3.0,0.0,1441.0,400.0,184.0,5.4054055,7.081081,2.9864864,4.972973,60.05400085449219,0.0,0.013513514,0.0,1.1081082,2.4189188,45.810001373291016,1.918919,1.3783784,524.0,221.0,368.0,0.0,1.0,82.0,179.0,142.0,102.0,0.6621622,1.0945946,49.0,81.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,89,"$12,917,808","7' 0""",254 lbs
